text,original_label,label,event_type
Opportunity improves allusion.,implausible,0,"{'sen_id': 2157, 'sentence': 'Opportunity improves allusion.', 'predicted_mentions': [{'sentence_offset': [12, 20], 'trigger_words': 'improves', 'trigger_confidence': 0.7741203308105469, 'event_type': {'xpo_node': 'DWD_Q21255975', 'name': 'improvement', 'description': 'process of a thing moving from one state to another that is considered to be better, usually through some action intended to bring about that better state'}, 'event_confidence': 0.9851495027542114}]}"
Press decreases activism.,implausible,0,"{'sen_id': 2158, 'sentence': 'Press decreases activism.', 'predicted_mentions': [{'sentence_offset': [6, 15], 'trigger_words': 'decreases', 'trigger_confidence': 0.9376685619354248, 'event_type': {'xpo_node': 'DWD_Q1458711', 'name': 'harm_reduction', 'description': 'range of public health policies designed to lessen the negative social and/or physical consequences associated with various human behaviors, both legal and illegal'}, 'event_confidence': 0.9218315482139587}]}"
Road relocates humility.,implausible,0,"{'sen_id': 2159, 'sentence': 'Road relocates humility.', 'predicted_mentions': [{'sentence_offset': [5, 14], 'trigger_words': 'relocates', 'trigger_confidence': 0.9821922183036804, 'event_type': {'xpo_node': 'DWD_Q2918584', 'name': 'relocation', 'description': 'process of vacating a fixed location (such as a residence or business) and settling in a different one'}, 'event_confidence': 0.957791805267334}]}"
Mill requires climate.,implausible,0,"{'sen_id': 2160, 'sentence': 'Mill requires climate.', 'predicted_mentions': []}"
Log swaps boating.,implausible,0,"{'sen_id': 2161, 'sentence': 'Log swaps boating.', 'predicted_mentions': [{'sentence_offset': [4, 9], 'trigger_words': 'swaps', 'trigger_confidence': 0.8013708591461182, 'event_type': {'xpo_node': 'DWD_Q1136583', 'name': 'swap', 'description': 'A contractual exchange of instruments, cash flows, or payments at preordained times.'}, 'event_confidence': 0.9700186848640442}]}"
Instability reckons predator.,implausible,0,"{'sen_id': 2162, 'sentence': 'Instability reckons predator.', 'predicted_mentions': []}"
Sailor stabilizes daughter.,implausible,0,"{'sen_id': 2163, 'sentence': 'Sailor stabilizes daughter.', 'predicted_mentions': [{'sentence_offset': [7, 17], 'trigger_words': 'stabilizes', 'trigger_confidence': 0.9887325763702393, 'event_type': {'xpo_node': 'DWD_Q978423', 'name': 'hardening', 'description': 'process of securing a system by reducing its surface of vulnerability, which is larger when a system performs more functions; in principle a single-function system is more secure than a multipurpose one'}, 'event_confidence': 0.8030863404273987}]}"
Escalation correlates knowledge.,implausible,0,"{'sen_id': 2164, 'sentence': 'Escalation correlates knowledge.', 'predicted_mentions': [{'sentence_offset': [0, 10], 'trigger_words': 'Escalation', 'trigger_confidence': 0.9208635091781616, 'event_type': {'xpo_node': 'DWD_Q5160184', 'name': 'conflict_escalation', 'description': 'process by which conflicts grow in severity over time'}, 'event_confidence': 0.9713253974914551}]}"
Realism accommodates entry.,implausible,0,"{'sen_id': 2165, 'sentence': 'Realism accommodates entry.', 'predicted_mentions': [{'sentence_offset': [8, 20], 'trigger_words': 'accommodates', 'trigger_confidence': 0.9827401638031006, 'event_type': {'xpo_node': 'DWD_Q5166129', 'name': 'convenience', 'description': 'quality of procedures, products and services intended to increase accessibility, save resources, and decrease frustration'}, 'event_confidence': 0.9640035033226013}, {'sentence_offset': [21, 26], 'trigger_words': 'entry', 'trigger_confidence': 0.8371872901916504, 'event_type': {'xpo_node': 'DWD_Q83745292', 'name': 'entrance', 'description': 'motion from outside to inside of a location'}, 'event_confidence': 0.8654457330703735}]}"
Investment resumes ballroom.,implausible,0,"{'sen_id': 2166, 'sentence': 'Investment resumes ballroom.', 'predicted_mentions': []}"
Duo attracts nectar.,implausible,0,"{'sen_id': 2167, 'sentence': 'Duo attracts nectar.', 'predicted_mentions': []}"
Inquiry executes vaccine.,implausible,0,"{'sen_id': 2168, 'sentence': 'Inquiry executes vaccine.', 'predicted_mentions': [{'sentence_offset': [8, 16], 'trigger_words': 'executes', 'trigger_confidence': 0.9498810172080994, 'event_type': {'xpo_node': 'DWD_Q1077724', 'name': 'execution', 'description': 'process by which a computer or a virtual machine performs the instructions of a computer program'}, 'event_confidence': 0.9238967299461365}]}"
Corruption becomes ruling.,implausible,0,"{'sen_id': 2169, 'sentence': 'Corruption becomes ruling.', 'predicted_mentions': [{'sentence_offset': [0, 10], 'trigger_words': 'Corruption', 'trigger_confidence': 0.9720940589904785, 'event_type': {'xpo_node': 'DWD_Q366', 'name': 'corruption', 'description': ""form of dishonesty or criminal offense undertaken by a person or organization entrusted with a position of authority, to acquire illicit benefit or abuse power for one's private gain""}, 'event_confidence': 0.9907888770103455}]}"
Guard condemns remittance.,implausible,0,"{'sen_id': 2170, 'sentence': 'Guard condemns remittance.', 'predicted_mentions': [{'sentence_offset': [15, 25], 'trigger_words': 'remittance', 'trigger_confidence': 0.5680339932441711, 'event_type': {'xpo_node': 'DWD_Q1351807', 'name': 'remittance', 'description': 'money transfer by a foreign worker to their home country'}, 'event_confidence': 0.9773420691490173}]}"
Library overwhelms stunt.,implausible,0,"{'sen_id': 2171, 'sentence': 'Library overwhelms stunt.', 'predicted_mentions': [{'sentence_offset': [8, 18], 'trigger_words': 'overwhelms', 'trigger_confidence': 0.722879946231842, 'event_type': {'xpo_node': 'DWD_Q2042339', 'name': 'overkill', 'description': 'use of excessive force that goes further than is necessary to achieve its goal'}, 'event_confidence': 0.9297322630882263}]}"
Margin requires elephant.,implausible,0,"{'sen_id': 2172, 'sentence': 'Margin requires elephant.', 'predicted_mentions': []}"
Gecko instructs interest.,implausible,0,"{'sen_id': 2173, 'sentence': 'Gecko instructs interest.', 'predicted_mentions': [{'sentence_offset': [6, 15], 'trigger_words': 'instructs', 'trigger_confidence': 0.6944843530654907, 'event_type': {'xpo_node': 'DWD_Q2132873', 'name': 'advice', 'description': 'form of relating personal or institutional opinions, belief systems, values, recommendations or guidance about certain situations relayed in some context to another person, group or party often offered as a guide to action and/or conduct'}, 'event_confidence': 0.8544318675994873}]}"
Neurology loves orchard.,implausible,0,"{'sen_id': 2174, 'sentence': 'Neurology loves orchard.', 'predicted_mentions': [{'sentence_offset': [10, 15], 'trigger_words': 'loves', 'trigger_confidence': 0.9496909976005554, 'event_type': {'xpo_node': 'DWD_Q316', 'name': 'love', 'description': 'strong, positive emotion based on affection'}, 'event_confidence': 0.9685216546058655}]}"
Coupon subverts loyalty.,implausible,0,"{'sen_id': 2175, 'sentence': 'Coupon subverts loyalty.', 'predicted_mentions': [{'sentence_offset': [7, 15], 'trigger_words': 'subverts', 'trigger_confidence': 0.5216847062110901, 'event_type': {'xpo_node': 'DWD_Q544394', 'name': 'sedition', 'description': 'conduct that incites rebellion'}, 'event_confidence': 0.7523936033248901}]}"
Rich unfold interest.,implausible,0,"{'sen_id': 2176, 'sentence': 'Rich unfold interest.', 'predicted_mentions': []}"
Navy displeases screen.,implausible,0,"{'sen_id': 2177, 'sentence': 'Navy displeases screen.', 'predicted_mentions': [{'sentence_offset': [5, 15], 'trigger_words': 'displeases', 'trigger_confidence': 0.644401490688324, 'event_type': {'xpo_node': 'DWD_Q1340459', 'name': 'insect_repellent', 'description': 'substance which repels insects'}, 'event_confidence': 0.799431324005127}]}"
Pelican recalls hill.,implausible,0,"{'sen_id': 2178, 'sentence': 'Pelican recalls hill.', 'predicted_mentions': [{'sentence_offset': [8, 15], 'trigger_words': 'recalls', 'trigger_confidence': 0.8532148599624634, 'event_type': {'xpo_node': 'DWD_Q2143005', 'name': 'reminiscence', 'description': 'act of recollecting past experiences or events, e.g. by sharing stories with others'}, 'event_confidence': 0.9446912407875061}]}"
Talent quits favor.,implausible,0,"{'sen_id': 2179, 'sentence': 'Talent quits favor.', 'predicted_mentions': [{'sentence_offset': [13, 18], 'trigger_words': 'favor', 'trigger_confidence': 0.9695149660110474, 'event_type': {'xpo_node': 'DWD_Q10280358', 'name': 'favors', 'description': 'helpful action undertaken with goodwill'}, 'event_confidence': 0.9777249097824097}]}"
Expressway decreases finalist.,implausible,0,"{'sen_id': 2180, 'sentence': 'Expressway decreases finalist.', 'predicted_mentions': [{'sentence_offset': [11, 20], 'trigger_words': 'decreases', 'trigger_confidence': 0.796597957611084, 'event_type': {'xpo_node': 'DWD_Q1458711', 'name': 'harm_reduction', 'description': 'range of public health policies designed to lessen the negative social and/or physical consequences associated with various human behaviors, both legal and illegal'}, 'event_confidence': 0.9634815454483032}]}"
Aesthetic cover reliance.,implausible,0,"{'sen_id': 2181, 'sentence': 'Aesthetic cover reliance.', 'predicted_mentions': []}"
Newspaper glorifies testimony.,implausible,0,"{'sen_id': 2182, 'sentence': 'Newspaper glorifies testimony.', 'predicted_mentions': [{'sentence_offset': [20, 29], 'trigger_words': 'testimony', 'trigger_confidence': 0.5750530362129211, 'event_type': {'xpo_node': 'DWD_Q1196258', 'name': 'testimony', 'description': 'solemn attestation as to the truth of a matter'}, 'event_confidence': 0.9798879623413086}]}"
Heckler fertilizes training.,implausible,0,"{'sen_id': 2183, 'sentence': 'Heckler fertilizes training.', 'predicted_mentions': [{'sentence_offset': [8, 18], 'trigger_words': 'fertilizes', 'trigger_confidence': 0.9839829206466675, 'event_type': {'xpo_node': 'DWD_Q3482590', 'name': 'neutering', 'description': ""removal of an animal's reproductive organ""}, 'event_confidence': 0.6832979321479797}]}"
Director attaches accident.,implausible,0,"{'sen_id': 2184, 'sentence': 'Director attaches accident.', 'predicted_mentions': [{'sentence_offset': [9, 17], 'trigger_words': 'attaches', 'trigger_confidence': 0.689639687538147, 'event_type': {'xpo_node': 'DWD_Q1190058', 'name': 'physical_intimacy', 'description': 'sensual proximity or touching'}, 'event_confidence': 0.5872449278831482}]}"
Inventory confirms user.,implausible,0,"{'sen_id': 2185, 'sentence': 'Inventory confirms user.', 'predicted_mentions': [{'sentence_offset': [10, 18], 'trigger_words': 'confirms', 'trigger_confidence': 0.9147012233734131, 'event_type': {'xpo_node': 'DWD_Q188613', 'name': 'confirmation', 'description': 'sacrament where baptism is confirmed in several Christian denominations'}, 'event_confidence': 0.9176475405693054}]}"
Film mentions pocket.,implausible,0,"{'sen_id': 2186, 'sentence': 'Film mentions pocket.', 'predicted_mentions': []}"
University overtakes listing.,implausible,0,"{'sen_id': 2187, 'sentence': 'University overtakes listing.', 'predicted_mentions': [{'sentence_offset': [21, 28], 'trigger_words': 'listing', 'trigger_confidence': 0.8958175182342529, 'event_type': {'xpo_node': 'DWD_Q12139612', 'name': 'list', 'description': 'ordered listing of all items in a collection'}, 'event_confidence': 0.9663776159286499}]}"
Object sows gown.,implausible,0,"{'sen_id': 2188, 'sentence': 'Object sows gown.', 'predicted_mentions': []}"
Advertiser represents vigilante.,implausible,0,"{'sen_id': 2189, 'sentence': 'Advertiser represents vigilante.', 'predicted_mentions': [{'sentence_offset': [0, 10], 'trigger_words': 'Advertiser', 'trigger_confidence': 0.6527035236358643, 'event_type': {'xpo_node': 'DWD_Q614278', 'name': 'classified_advertising', 'description': 'form of advertising which is particularly common in newspapers, online and other periodicals'}, 'event_confidence': 0.9844557046890259}]}"
Purist shakes quality.,implausible,0,"{'sen_id': 2190, 'sentence': 'Purist shakes quality.', 'predicted_mentions': []}"
Celebration suspends ball.,implausible,0,"{'sen_id': 2191, 'sentence': 'Celebration suspends ball.', 'predicted_mentions': [{'sentence_offset': [0, 11], 'trigger_words': 'Celebration', 'trigger_confidence': 0.5649226903915405, 'event_type': {'xpo_node': 'DWD_Q49822', 'name': 'excommunication', 'description': 'censure used to deprive, suspend, or limit membership in a religious community'}, 'event_confidence': 0.770645797252655}, {'sentence_offset': [12, 20], 'trigger_words': 'suspends', 'trigger_confidence': 0.964762806892395, 'event_type': {'xpo_node': 'DWD_Q105387498', 'name': 'suspension', 'description': 'halt of implementation of a legal action'}, 'event_confidence': 0.9570533633232117}]}"
Activity afflicts point.,implausible,0,"{'sen_id': 2192, 'sentence': 'Activity afflicts point.', 'predicted_mentions': []}"
Retailer oppresses divergence.,implausible,0,"{'sen_id': 2193, 'sentence': 'Retailer oppresses divergence.', 'predicted_mentions': [{'sentence_offset': [9, 18], 'trigger_words': 'oppresses', 'trigger_confidence': 0.7166451215744019, 'event_type': {'xpo_node': 'DWD_Q30314010', 'name': 'social_distancing', 'description': 'reduction of human social interaction in an effort to prevent the spread of infectious disease'}, 'event_confidence': 0.9379605650901794}, {'sentence_offset': [19, 29], 'trigger_words': 'divergence', 'trigger_confidence': 0.8359810709953308, 'event_type': {'xpo_node': 'DWD_Q85900110', 'name': 'divergence', 'description': 'process of separation of a relatively homogeneous group into more distinct groups'}, 'event_confidence': 0.9083749055862427}]}"
Dolphin conducts professionalism.,implausible,0,"{'sen_id': 2194, 'sentence': 'Dolphin conducts professionalism.', 'predicted_mentions': [{'sentence_offset': [8, 16], 'trigger_words': 'conducts', 'trigger_confidence': 0.948823869228363, 'event_type': {'xpo_node': 'DWD_Q6989196', 'name': 'conducting', 'description': 'directing a musical performance by way of visible gestures'}, 'event_confidence': 0.9159855842590332}]}"
Desire tosses alcohol.,implausible,0,"{'sen_id': 2195, 'sentence': 'Desire tosses alcohol.', 'predicted_mentions': []}"
Trader navigates tour.,implausible,0,"{'sen_id': 2196, 'sentence': 'Trader navigates tour.', 'predicted_mentions': [{'sentence_offset': [7, 16], 'trigger_words': 'navigates', 'trigger_confidence': 0.833375871181488, 'event_type': {'xpo_node': 'DWD_Q102066', 'name': 'navigation', 'description': 'process of monitoring and directing the movement of a person, craft or vehicle from one place to another'}, 'event_confidence': 0.9612222909927368}]}"
