event	original_label	abstractness_combination	rating	majority_multiclass	distribution_multiclass	majority_binary	distribution_binary
role shouts nectar	implausible	a-c-c	[5, 2, 5, 1, 2, 4, 1, 4, 1]	unsure	[33.33333333333333, 22.22222222222222, 22.22222222222222, 22.22222222222222]	unsure	[44.44444444444444, 55.55555555555556]
roller provides idol	implausible	c-m-m	[1, 1, 4, 2, 4, 2, 1, 4, 5, 5]	unsure	[30.0, 20.0, 30.0, 20.0]	unsure	[50.0, 50.0]
roof holds excavation	implausible	c-c-m	[2, 4, 4, 5, 1, 4, 1, 4, 2]	unsure	[22.22222222222222, 22.22222222222222, 44.44444444444444, 11.11111111111111]	unsure	[55.55555555555556, 44.44444444444444]
roof redirects invitation	implausible	c-a-m	[2, 1, 5, 4, 2, 4, 4, 4, 4]	unsure	[11.11111111111111, 22.22222222222222, 55.55555555555556, 11.11111111111111]	unsure	[66.66666666666666, 33.33333333333333]
roof unfolds cinema	implausible	c-c-c	[5, 1, 5, 1, 5, 1, 4, 5, 4]	unsure	[33.33333333333333, 0.0, 22.22222222222222, 44.44444444444444]	unsure	[66.66666666666666, 33.33333333333333]
roster improves relapse	implausible	m-a-a	[4, 5, 5, 5, 1, 5, 1, 2, 5]	unsure	[22.22222222222222, 11.11111111111111, 11.11111111111111, 55.55555555555556]	unsure	[66.66666666666666, 33.33333333333333]
rule leads pillow	implausible	a-c-c	[1, 2, 1, 1, 1, 5, 1, 2]	unsure	[62.5, 25.0, 0.0, 12.5]	0	[12.5, 87.5]
saga injures courtesy	implausible	a-c-a	[2, 2, 1, 2, 4, 2, 4, 1]	unsure	[25.0, 50.0, 25.0, 0.0]	0	[25.0, 75.0]
sailor stabilizes daughter	implausible	c-m-c	[4, 5, 4, 2, 5, 1, 5, 4, 2, 5]	unsure	[10.0, 20.0, 30.0, 40.0]	1	[70.0, 30.0]
salary elicits vehicle	implausible	m-a-c	[4, 5, 1, 2, 4, 1, 4, 4]	unsure	[25.0, 12.5, 50.0, 12.5]	unsure	[62.5, 37.5]
sanctuary defines flash	implausible	m-a-m	[1, 1, 1, 4, 2, 2, 2, 4, 1, 1]	unsure	[50.0, 30.0, 20.0, 0.0]	0	[20.0, 80.0]
sand stipulates person	implausible	c-a-c	[1, 4, 5, 1, 4, 4, 1, 1, 4, 4]	unsure	[40.0, 0.0, 50.0, 10.0]	unsure	[60.0, 40.0]
satire provides foreword	implausible	a-m-m	[5, 4, 5, 4, 1, 4, 4, 2, 4, 1]	unsure	[20.0, 10.0, 50.0, 20.0]	1	[70.0, 30.0]
scandal sprouts number	implausible	a-c-m	[5, 5, 2, 2, 1, 4, 5, 2, 4]	unsure	[11.11111111111111, 33.33333333333333, 22.22222222222222, 33.33333333333333]	unsure	[55.55555555555556, 44.44444444444444]
scheme paints annoyance	implausible	a-c-a	[2, 1, 4, 1, 4, 4, 1, 1, 5]	unsure	[44.44444444444444, 11.11111111111111, 33.33333333333333, 11.11111111111111]	unsure	[44.44444444444444, 55.55555555555556]
school certifies union	implausible	c-m-m	[4, 4, 5, 4, 5, 4, 5, 1]	unsure	[12.5, 0.0, 50.0, 37.5]	1	[87.5, 12.5]
school uncovers reevaluation	implausible	c-c-a	[5, 5, 4, 4, 4, 2, 2, 4, 4]	unsure	[0.0, 22.22222222222222, 55.55555555555556, 22.22222222222222]	1	[77.77777777777779, 22.22222222222222]
schoolhouse endows criticism	implausible	c-m-a	[4, 1, 1, 2, 4, 4, 1, 2, 2]	unsure	[33.33333333333333, 33.33333333333333, 33.33333333333333, 0.0]	unsure	[33.33333333333333, 66.66666666666666]
scope fetches maximization	implausible	m-c-a	[4, 5, 5, 5, 2, 4, 1, 2, 1]	unsure	[22.22222222222222, 22.22222222222222, 22.22222222222222, 33.33333333333333]	unsure	[55.55555555555556, 44.44444444444444]
scope wins depression	implausible	m-m-a	[5, 5, 4, 4, 1, 4, 1, 5, 5, 4]	unsure	[20.0, 0.0, 40.0, 40.0]	1	[80.0, 20.0]
seaplane reckons cat	implausible	c-a-c	[1, 1, 1, 1, 5, 1, 4, 4]	unsure	[62.5, 0.0, 25.0, 12.5]	unsure	[37.5, 62.5]
seaplane rubs fire	implausible	c-c-c	[4, 1, 1, 5, 2, 4, 4, 4, 5]	unsure	[22.22222222222222, 11.11111111111111, 44.44444444444444, 22.22222222222222]	unsure	[66.66666666666666, 33.33333333333333]
seeker grabs energy	implausible	m-c-m	[4, 2, 5, 4, 4, 4, 5, 5, 4, 4]	unsure	[0.0, 10.0, 60.0, 30.0]	1	[90.0, 10.0]
sensor serves cartridge	implausible	m-c-c	[4, 4, 4, 4, 2, 4, 5, 2, 4]	unsure	[0.0, 22.22222222222222, 66.66666666666666, 11.11111111111111]	1	[77.77777777777779, 22.22222222222222]
sharpness checks mobility	implausible	a-c-a	[5, 4, 4, 2, 4, 5, 5, 5, 1]	unsure	[11.11111111111111, 11.11111111111111, 33.33333333333333, 44.44444444444444]	1	[77.77777777777779, 22.22222222222222]
shelter disembarks accuracy	implausible	c-m-a	[2, 5, 5, 2, 4, 1, 5, 4]	unsure	[12.5, 25.0, 25.0, 37.5]	unsure	[62.5, 37.5]
shelter wins constipation	implausible	c-m-m	[4, 2, 1, 4, 4, 1, 1, 1, 5]	unsure	[44.44444444444444, 11.11111111111111, 33.33333333333333, 11.11111111111111]	unsure	[44.44444444444444, 55.55555555555556]
shield treats wing	implausible	c-c-c	[2, 4, 5, 1, 5, 1, 1, 4, 2, 5]	unsure	[30.0, 20.0, 20.0, 30.0]	unsure	[50.0, 50.0]
ship commends rationale	implausible	c-a-a	[4, 4, 2, 4, 5, 4, 1, 4]	unsure	[12.5, 12.5, 62.5, 12.5]	1	[75.0, 25.0]
shipper drives value	implausible	m-c-a	[4, 2, 1, 4, 4, 5, 5, 4]	unsure	[12.5, 12.5, 50.0, 25.0]	1	[75.0, 25.0]
shoulder breaks competitiveness	implausible	c-c-a	[4, 5, 5, 4, 1, 4, 2, 2, 4]	unsure	[11.11111111111111, 22.22222222222222, 44.44444444444444, 22.22222222222222]	unsure	[66.66666666666666, 33.33333333333333]
shrew builds experiment	implausible	m-c-m	[5, 2, 5, 5, 2, 5, 5, 4]	unsure	[0.0, 25.0, 12.5, 62.5]	1	[75.0, 25.0]
shrew laments livelihood	implausible	m-a-a	[1, 5, 4, 2, 1, 5, 5, 4]	unsure	[25.0, 12.5, 25.0, 37.5]	unsure	[62.5, 37.5]
sister lengthens explanation	implausible	m-c-a	[2, 4, 5, 4, 5, 4, 4, 4, 4]	unsure	[0.0, 11.11111111111111, 66.66666666666666, 22.22222222222222]	1	[88.88888888888889, 11.11111111111111]
sitter stylizes place	implausible	m-a-m	[2, 5, 4, 4, 4, 2, 5, 4, 4, 4]	unsure	[0.0, 20.0, 60.0, 20.0]	1	[80.0, 20.0]
situation forbids seat	implausible	a-a-c	[2, 4, 2, 1, 4, 2, 4, 1, 5, 4]	unsure	[20.0, 30.0, 40.0, 10.0]	unsure	[50.0, 50.0]
skeleton denotes context	implausible	c-a-a	[4, 4, 4, 4, 5, 4, 4, 4, 2, 4]	unsure	[0.0, 10.0, 80.0, 10.0]	1	[90.0, 10.0]
slackness catches loss	implausible	a-c-a	[4, 2, 4, 4, 4, 1, 1, 4, 4, 4]	unsure	[20.0, 10.0, 70.0, 0.0]	1	[70.0, 30.0]
sleeve hunts union	implausible	c-c-m	[1, 1, 4, 2, 2, 4, 5, 4, 4]	unsure	[22.22222222222222, 22.22222222222222, 44.44444444444444, 11.11111111111111]	unsure	[55.55555555555556, 44.44444444444444]
sleeve throws sanctuary	implausible	c-c-m	[1, 1, 4, 4, 5, 4, 1, 1, 5]	unsure	[44.44444444444444, 0.0, 33.33333333333333, 22.22222222222222]	unsure	[55.55555555555556, 44.44444444444444]
snowdrift launches piston	implausible	c-c-c	[2, 4, 4, 4, 5, 2, 4, 4, 2]	unsure	[0.0, 33.33333333333333, 55.55555555555556, 11.11111111111111]	unsure	[66.66666666666666, 33.33333333333333]
soccer wears reaction	implausible	c-c-a	[5, 1, 4, 1, 5, 5, 1, 4, 1, 4, 1]	unsure	[45.45454545454545, 0.0, 27.27272727272727, 27.27272727272727]	unsure	[54.54545454545454, 45.45454545454545]
society secures size	implausible	a-m-m	[2, 2, 1, 4, 2, 5, 4, 1]	unsure	[25.0, 37.5, 25.0, 12.5]	unsure	[37.5, 62.5]
software shakes sample	implausible	m-c-m	[5, 4, 4, 5, 4, 4, 4, 1, 4]	unsure	[11.11111111111111, 0.0, 66.66666666666666, 22.22222222222222]	1	[88.88888888888889, 11.11111111111111]
soldier postulates compulsion	implausible	c-a-a	[4, 2, 4, 5, 5, 5, 4, 4, 4]	unsure	[0.0, 11.11111111111111, 55.55555555555556, 33.33333333333333]	1	[88.88888888888889, 11.11111111111111]
soldier revolves skill	implausible	c-c-a	[5, 5, 2, 4, 4, 2, 1, 5, 4]	unsure	[11.11111111111111, 22.22222222222222, 33.33333333333333, 33.33333333333333]	unsure	[66.66666666666666, 33.33333333333333]
solidarity attracts disclaimer	implausible	a-m-m	[5, 4, 4, 1, 4, 4, 4, 5, 2]	unsure	[11.11111111111111, 11.11111111111111, 55.55555555555556, 22.22222222222222]	1	[77.77777777777779, 22.22222222222222]
solution musters team	implausible	a-a-m	[5, 4, 4, 5, 4, 4, 4, 5, 5]	unsure	[0.0, 0.0, 55.55555555555556, 44.44444444444444]	1	[100.0, 0.0]
space increases energy	implausible	m-m-m	[4, 5, 5, 2, 4, 5, 5, 4, 1]	unsure	[11.11111111111111, 11.11111111111111, 33.33333333333333, 44.44444444444444]	1	[77.77777777777779, 22.22222222222222]
spacecraft paints lease	implausible	c-c-m	[4, 4, 2, 4, 4, 5, 2, 4, 4, 2]	unsure	[0.0, 30.0, 60.0, 10.0]	1	[70.0, 30.0]
specialization regains heel	implausible	a-a-c	[2, 5, 5, 5, 4, 1, 5, 1, 4]	unsure	[22.22222222222222, 11.11111111111111, 22.22222222222222, 44.44444444444444]	unsure	[66.66666666666666, 33.33333333333333]
spectator manipulates trophy	implausible	m-m-c	[1, 5, 5, 4, 4, 1, 4, 5]	unsure	[25.0, 0.0, 37.5, 37.5]	1	[75.0, 25.0]
sperm admires development	implausible	c-a-a	[2, 5, 4, 5, 5, 4, 5, 2, 2]	unsure	[0.0, 33.33333333333333, 22.22222222222222, 44.44444444444444]	unsure	[66.66666666666666, 33.33333333333333]
sponsorship blames storage	implausible	a-a-m	[2, 5, 4, 4, 5, 4, 4, 4, 5]	unsure	[0.0, 11.11111111111111, 55.55555555555556, 33.33333333333333]	1	[88.88888888888889, 11.11111111111111]
sponsorship renames method	implausible	a-m-a	[4, 5, 1, 5, 4, 4, 4, 4, 1]	unsure	[22.22222222222222, 0.0, 55.55555555555556, 22.22222222222222]	1	[77.77777777777779, 22.22222222222222]
sprite curtails plan	implausible	m-m-m	[4, 2, 2, 4, 2, 4, 2, 2, 4, 2]	unsure	[0.0, 60.0, 40.0, 0.0]	unsure	[40.0, 60.0]
stage competes actor	implausible	c-m-c	[4, 5, 5, 5, 4, 4, 5, 1, 4]	unsure	[11.11111111111111, 0.0, 44.44444444444444, 44.44444444444444]	1	[88.88888888888889, 11.11111111111111]
stage stands justice	implausible	c-c-a	[5, 1, 4, 4, 5, 4, 4, 1, 5, 4]	unsure	[20.0, 0.0, 50.0, 30.0]	1	[80.0, 20.0]
stagecoach improves bulk	implausible	c-a-m	[5, 5, 5, 1, 2, 5, 2, 5, 4, 4]	unsure	[10.0, 20.0, 20.0, 50.0]	1	[70.0, 30.0]
stairwell finds successor	implausible	c-m-m	[1, 4, 5, 4, 1, 5, 4, 1, 1]	unsure	[44.44444444444444, 0.0, 33.33333333333333, 22.22222222222222]	unsure	[55.55555555555556, 44.44444444444444]
stallion distributes roadway	implausible	c-m-c	[1, 1, 4, 5, 1, 5, 4, 5, 2, 4]	unsure	[30.0, 10.0, 30.0, 30.0]	unsure	[60.0, 40.0]
stance provides speedster	implausible	m-m-m	[4, 2, 2, 4, 1, 4, 4, 5, 4]	unsure	[11.11111111111111, 22.22222222222222, 55.55555555555556, 11.11111111111111]	unsure	[66.66666666666666, 33.33333333333333]
star consolidates myth	implausible	c-m-a	[4, 2, 5, 5, 2, 2, 4, 4, 4]	unsure	[0.0, 33.33333333333333, 44.44444444444444, 22.22222222222222]	unsure	[66.66666666666666, 33.33333333333333]
star deletes topography	implausible	c-c-m	[4, 1, 4, 4, 2, 1, 2, 1]	unsure	[37.5, 25.0, 37.5, 0.0]	unsure	[37.5, 62.5]
starvation scuttles kind	implausible	a-c-a	[4, 5, 5, 1, 5, 5, 4, 4, 4]	unsure	[11.11111111111111, 0.0, 44.44444444444444, 44.44444444444444]	1	[88.88888888888889, 11.11111111111111]
state disembarks attack	implausible	m-m-m	[4, 4, 1, 5, 2, 4, 2, 5]	unsure	[12.5, 25.0, 37.5, 25.0]	unsure	[62.5, 37.5]
state reconciles version	implausible	m-a-a	[4, 4, 2, 5, 4, 1, 5, 2, 5]	unsure	[11.11111111111111, 22.22222222222222, 33.33333333333333, 33.33333333333333]	unsure	[66.66666666666666, 33.33333333333333]
statistician initiates flag	implausible	m-m-c	[4, 4, 5, 5, 5, 4, 5, 5]	unsure	[0.0, 0.0, 37.5, 62.5]	1	[100.0, 0.0]
statue rebuffs oak	implausible	c-a-c	[2, 5, 4, 1, 4, 2, 4, 4, 2, 1]	unsure	[20.0, 30.0, 40.0, 10.0]	unsure	[50.0, 50.0]
stereotype reduces boxer	implausible	a-a-c	[1, 5, 4, 2, 5, 4, 2, 2, 5]	unsure	[11.11111111111111, 33.33333333333333, 22.22222222222222, 33.33333333333333]	unsure	[55.55555555555556, 44.44444444444444]
stimulation manages rice	implausible	a-a-c	[4, 4, 5, 2, 4, 2, 5, 1]	unsure	[12.5, 25.0, 37.5, 25.0]	unsure	[62.5, 37.5]
stipulation deduces furnace	implausible	a-a-c	[4, 4, 2, 4, 5, 1, 1, 4]	unsure	[25.0, 12.5, 50.0, 12.5]	unsure	[62.5, 37.5]
stomach requires ranch	implausible	c-a-c	[2, 1, 1, 5, 4, 2, 1, 5, 1]	unsure	[44.44444444444444, 22.22222222222222, 11.11111111111111, 22.22222222222222]	unsure	[33.33333333333333, 66.66666666666666]
stone threatens value	implausible	c-m-a	[1, 4, 2, 2, 4, 4, 4, 4]	unsure	[12.5, 25.0, 62.5, 0.0]	unsure	[62.5, 37.5]
storm blames charter	implausible	c-a-m	[4, 5, 4, 1, 1, 5, 4, 4]	unsure	[25.0, 0.0, 50.0, 25.0]	1	[75.0, 25.0]
stove spreads inflammation	implausible	c-c-m	[4, 5, 1, 4, 1, 1, 1, 4, 4, 5]	unsure	[40.0, 0.0, 40.0, 20.0]	unsure	[60.0, 40.0]
striker misunderstands confluence	implausible	m-a-a	[5, 5, 5, 4, 2, 5, 2, 5, 4, 2]	unsure	[0.0, 30.0, 20.0, 50.0]	1	[70.0, 30.0]
strip includes street	implausible	m-m-c	[4, 1, 4, 4, 5, 1, 2, 4, 5]	unsure	[22.22222222222222, 11.11111111111111, 44.44444444444444, 22.22222222222222]	unsure	[66.66666666666666, 33.33333333333333]
stroke sends moment	implausible	m-m-a	[4, 5, 4, 5, 1, 4, 1, 4, 2]	unsure	[22.22222222222222, 11.11111111111111, 44.44444444444444, 22.22222222222222]	unsure	[66.66666666666666, 33.33333333333333]
student capsizes bit	implausible	c-c-m	[4, 1, 5, 1, 4, 4, 1, 4, 4]	unsure	[33.33333333333333, 0.0, 55.55555555555556, 11.11111111111111]	unsure	[66.66666666666666, 33.33333333333333]
student observes tier	implausible	c-m-m	[4, 5, 5, 4, 4, 1, 5, 4, 4]	unsure	[11.11111111111111, 0.0, 55.55555555555556, 33.33333333333333]	1	[88.88888888888889, 11.11111111111111]
student tempts earphone	implausible	c-a-c	[1, 4, 1, 1, 5, 1, 4, 4, 5, 5]	unsure	[40.0, 0.0, 30.0, 30.0]	unsure	[60.0, 40.0]
study envelops transport	implausible	m-c-m	[4, 4, 4, 4, 5, 1, 4, 2, 4]	unsure	[11.11111111111111, 11.11111111111111, 66.66666666666666, 11.11111111111111]	1	[77.77777777777779, 22.22222222222222]
study overtakes tent	implausible	m-m-c	[5, 1, 1, 4, 5, 2, 4, 5, 4, 4]	unsure	[20.0, 10.0, 40.0, 30.0]	1	[70.0, 30.0]
study submerges weapon	implausible	m-c-c	[4, 5, 4, 4, 4, 1, 5, 5]	unsure	[12.5, 0.0, 50.0, 37.5]	1	[87.5, 12.5]
study writes boss	implausible	m-c-m	[5, 4, 5, 1, 4, 5, 4, 1, 2, 4]	unsure	[20.0, 10.0, 40.0, 30.0]	1	[70.0, 30.0]
subculture wins admiration	implausible	a-m-a	[4, 2, 5, 1, 1, 4, 4, 4, 5]	unsure	[22.22222222222222, 11.11111111111111, 44.44444444444444, 22.22222222222222]	unsure	[66.66666666666666, 33.33333333333333]
subdivision pinpoints tributary	implausible	m-m-m	[4, 5, 4, 4, 5, 5, 1, 5, 5]	unsure	[11.11111111111111, 0.0, 33.33333333333333, 55.55555555555556]	1	[88.88888888888889, 11.11111111111111]
subset possesses curriculum	implausible	a-m-m	[1, 5, 1, 5, 4, 4, 2, 2, 4]	unsure	[22.22222222222222, 22.22222222222222, 33.33333333333333, 22.22222222222222]	unsure	[55.55555555555556, 44.44444444444444]
substance attains rim	implausible	m-a-c	[2, 5, 2, 4, 1, 4, 4, 4]	unsure	[12.5, 25.0, 50.0, 12.5]	unsure	[62.5, 37.5]
suburb infers iron	implausible	m-a-c	[5, 4, 4, 1, 1, 4, 4, 1, 2]	unsure	[33.33333333333333, 11.11111111111111, 44.44444444444444, 11.11111111111111]	unsure	[55.55555555555556, 44.44444444444444]
success reiterates golfer	implausible	a-m-c	[1, 4, 4, 4, 5, 1, 4, 1]	unsure	[37.5, 0.0, 50.0, 12.5]	unsure	[62.5, 37.5]
succession lifts facelift	implausible	a-c-m	[4, 5, 1, 2, 4, 4, 1, 2, 4, 1]	unsure	[30.0, 20.0, 40.0, 10.0]	unsure	[50.0, 50.0]
suicide reconciles enlightenment	implausible	m-a-a	[1, 5, 2, 4, 1, 5, 4, 4, 1, 2]	unsure	[30.0, 20.0, 30.0, 20.0]	unsure	[50.0, 50.0]
suitor requires annoyance	implausible	m-a-a	[4, 1, 1, 5, 1, 2, 4, 4, 4]	unsure	[33.33333333333333, 11.11111111111111, 44.44444444444444, 11.11111111111111]	unsure	[55.55555555555556, 44.44444444444444]
summer pollinates tail	implausible	m-c-c	[1, 1, 5, 1, 4, 5, 4, 5]	unsure	[37.5, 0.0, 25.0, 37.5]	unsure	[62.5, 37.5]
sword turns polka	implausible	c-c-m	[2, 2, 4, 1, 4, 1, 2, 4]	unsure	[25.0, 37.5, 37.5, 0.0]	unsure	[37.5, 62.5]
syndicate reevaluates part	implausible	a-a-m	[2, 5, 2, 5, 4, 5, 5, 4, 2, 4]	unsure	[0.0, 30.0, 30.0, 40.0]	1	[70.0, 30.0]
table demonstrates misanthropy	implausible	c-m-a	[2, 1, 2, 2, 1, 5, 2, 5, 4]	unsure	[22.22222222222222, 44.44444444444444, 11.11111111111111, 22.22222222222222]	unsure	[33.33333333333333, 66.66666666666666]
table reuses hypothesis	implausible	c-c-a	[4, 4, 1, 5, 4, 4, 5, 4, 4, 5]	unsure	[10.0, 0.0, 60.0, 30.0]	1	[90.0, 10.0]
tactic acknowledges concern	implausible	a-a-a	[5, 1, 5, 4, 4, 2, 4, 1, 4, 4]	unsure	[20.0, 10.0, 50.0, 20.0]	1	[70.0, 30.0]
tactician chooses building	implausible	m-m-c	[1, 5, 4, 4, 5, 5, 4, 2]	unsure	[12.5, 12.5, 37.5, 37.5]	1	[75.0, 25.0]
tactician decorates authority	implausible	m-c-a	[4, 4, 4, 5, 4, 4, 4, 4]	unsure	[0.0, 0.0, 87.5, 12.5]	1	[100.0, 0.0]
talent quits favor	implausible	a-m-a	[5, 5, 4, 5, 5, 5, 5, 5, 4, 4]	5	[0.0, 0.0, 30.0, 70.0]	1	[100.0, 0.0]
tape revolutionizes flask	implausible	c-a-c	[1, 1, 5, 1, 4, 5, 2, 2, 4, 1]	unsure	[40.0, 20.0, 20.0, 20.0]	unsure	[40.0, 60.0]
taxi exemplifies accessibility	implausible	c-a-a	[2, 5, 4, 2, 5, 1, 5, 4, 4, 5]	unsure	[10.0, 20.0, 30.0, 40.0]	1	[70.0, 30.0]
team deposes virtue	implausible	m-m-a	[5, 4, 1, 5, 2, 4, 5, 4, 4, 4]	unsure	[10.0, 10.0, 50.0, 30.0]	1	[80.0, 20.0]
team imagines obsession	implausible	m-a-a	[2, 1, 4, 4, 5, 4, 2, 5, 2]	unsure	[11.11111111111111, 33.33333333333333, 33.33333333333333, 22.22222222222222]	unsure	[55.55555555555556, 44.44444444444444]
team rejoices constancy	implausible	m-a-a	[1, 2, 4, 2, 1, 4, 4, 1, 4]	unsure	[33.33333333333333, 22.22222222222222, 44.44444444444444, 0.0]	unsure	[44.44444444444444, 55.55555555555556]
technician shakes garden	implausible	m-c-c	[1, 5, 2, 4, 1, 4, 1, 5, 5, 1]	unsure	[40.0, 10.0, 20.0, 30.0]	unsure	[50.0, 50.0]
tenderness wins warmth	implausible	a-m-m	[2, 4, 5, 5, 1, 5, 5, 1]	unsure	[25.0, 12.5, 12.5, 50.0]	unsure	[62.5, 37.5]
tension ignites situation	implausible	a-c-a	[4, 4, 4, 4, 5, 4, 4, 2]	unsure	[0.0, 12.5, 75.0, 12.5]	1	[87.5, 12.5]
text travels library	implausible	c-c-c	[5, 5, 5, 4, 4, 4, 5, 4, 2]	unsure	[0.0, 11.11111111111111, 44.44444444444444, 44.44444444444444]	1	[88.88888888888889, 11.11111111111111]
theme covers streak	implausible	a-c-m	[2, 4, 5, 5, 5, 5, 5, 5, 5]	5	[0.0, 11.11111111111111, 11.11111111111111, 77.77777777777779]	1	[88.88888888888889, 11.11111111111111]
theory reiterates saving	implausible	a-m-m	[4, 5, 5, 1, 4, 1, 4, 5]	unsure	[25.0, 0.0, 37.5, 37.5]	1	[75.0, 25.0]
theory runs implication	implausible	a-c-a	[4, 4, 5, 4, 4, 1, 4, 2, 5]	unsure	[11.11111111111111, 11.11111111111111, 55.55555555555556, 22.22222222222222]	1	[77.77777777777779, 22.22222222222222]
thesis beats hometown	implausible	m-c-m	[1, 4, 5, 5, 2, 2, 4, 2, 2]	unsure	[11.11111111111111, 44.44444444444444, 22.22222222222222, 22.22222222222222]	unsure	[44.44444444444444, 55.55555555555556]
thread constitutes bearer	implausible	c-a-m	[4, 1, 1, 5, 2, 4, 2, 1, 1, 1]	unsure	[50.0, 20.0, 20.0, 10.0]	0	[30.0, 70.0]
threshold visits analgesic	implausible	m-c-m	[4, 5, 2, 4, 1, 1, 1, 1, 5]	unsure	[44.44444444444444, 11.11111111111111, 22.22222222222222, 22.22222222222222]	unsure	[44.44444444444444, 55.55555555555556]
throat passes subsistence	implausible	c-m-a	[2, 4, 4, 4, 4, 1, 5, 1, 5]	unsure	[22.22222222222222, 11.11111111111111, 44.44444444444444, 22.22222222222222]	unsure	[66.66666666666666, 33.33333333333333]
thumb builds hornet	implausible	c-c-c	[4, 4, 4, 1, 4, 1, 1, 1, 4, 2]	unsure	[40.0, 10.0, 50.0, 0.0]	unsure	[50.0, 50.0]
thunderstorm runs portrait	implausible	c-c-c	[5, 5, 4, 5, 5, 5, 2, 1, 5]	unsure	[11.11111111111111, 11.11111111111111, 11.11111111111111, 66.66666666666666]	1	[77.77777777777779, 22.22222222222222]
ticket uses obedience	implausible	c-m-a	[4, 5, 5, 4, 1, 4, 2, 4, 1]	unsure	[22.22222222222222, 11.11111111111111, 44.44444444444444, 22.22222222222222]	unsure	[66.66666666666666, 33.33333333333333]
ticket vaccinates season	implausible	c-c-m	[5, 1, 4, 4, 4, 1, 1, 4, 5]	unsure	[33.33333333333333, 0.0, 44.44444444444444, 22.22222222222222]	unsure	[66.66666666666666, 33.33333333333333]
tile cuts knot	implausible	c-c-c	[5, 2, 1, 1, 4, 1, 1, 4, 5]	unsure	[44.44444444444444, 11.11111111111111, 22.22222222222222, 22.22222222222222]	unsure	[44.44444444444444, 55.55555555555556]
timetable injures evidence	implausible	m-c-m	[2, 2, 4, 4, 1, 1, 4, 5, 4]	unsure	[22.22222222222222, 22.22222222222222, 44.44444444444444, 11.11111111111111]	unsure	[55.55555555555556, 44.44444444444444]
topography emphasizes mouse	implausible	m-a-c	[1, 4, 4, 4, 1, 2, 2, 2]	unsure	[25.0, 37.5, 37.5, 0.0]	unsure	[37.5, 62.5]
tortoise recruits peer	implausible	c-c-m	[4, 1, 4, 1, 4, 2, 4, 1, 5, 4]	unsure	[30.0, 10.0, 50.0, 10.0]	unsure	[60.0, 40.0]
town admires gearbox	implausible	c-a-c	[4, 2, 1, 1, 5, 2, 5, 2]	unsure	[25.0, 37.5, 12.5, 25.0]	unsure	[37.5, 62.5]
trader ensures strategy	implausible	m-a-a	[2, 5, 5, 4, 4, 5, 5, 1, 5, 4, 5]	unsure	[9.090909090909092, 9.090909090909092, 27.27272727272727, 54.54545454545454]	1	[81.81818181818183, 18.181818181818183]
tradition reinvigorates chip	implausible	a-a-c	[4, 4, 2, 5, 2, 4, 4, 4, 2, 5]	unsure	[0.0, 30.0, 50.0, 20.0]	1	[70.0, 30.0]
tragedy implies notoriety	implausible	a-a-a	[1, 1, 5, 1, 5, 4, 4, 5, 5]	unsure	[33.33333333333333, 0.0, 22.22222222222222, 44.44444444444444]	unsure	[66.66666666666666, 33.33333333333333]
train applies persona	implausible	c-m-a	[5, 4, 5, 5, 1, 2, 5, 1, 1, 5, 1]	unsure	[36.36363636363637, 9.090909090909092, 9.090909090909092, 45.45454545454545]	unsure	[54.54545454545454, 45.45454545454545]
train ousts weather	implausible	c-m-m	[5, 4, 5, 4, 2, 1, 1, 4, 5, 2]	unsure	[20.0, 20.0, 30.0, 30.0]	unsure	[60.0, 40.0]
trait tolerates popularity	implausible	a-a-a	[4, 5, 4, 4, 4, 1, 5, 5, 4]	unsure	[11.11111111111111, 0.0, 55.55555555555556, 33.33333333333333]	1	[88.88888888888889, 11.11111111111111]
transmission subsidizes noun	implausible	m-a-m	[5, 2, 2, 4, 5, 4, 4, 5]	unsure	[0.0, 25.0, 37.5, 37.5]	1	[75.0, 25.0]
traveler acknowledges recognition	implausible	m-a-a	[5, 5, 5, 5, 5, 5, 5, 4, 5]	5	[0.0, 0.0, 11.11111111111111, 88.88888888888889]	1	[100.0, 0.0]
tree turns bucket	implausible	c-c-c	[2, 1, 1, 1, 1, 1, 4, 4, 1, 5]	unsure	[60.0, 10.0, 20.0, 10.0]	0	[30.0, 70.0]
trip rubs impossibility	implausible	m-c-a	[4, 1, 2, 1, 4, 5, 2, 4]	unsure	[25.0, 25.0, 37.5, 12.5]	unsure	[50.0, 50.0]
trophy knows place	implausible	c-a-m	[4, 2, 4, 1, 4, 4, 1, 2, 1, 2]	unsure	[30.0, 30.0, 40.0, 0.0]	unsure	[40.0, 60.0]
troupe works subsidy	implausible	m-c-a	[5, 5, 5, 5, 2, 5, 2, 4, 5]	unsure	[0.0, 22.22222222222222, 11.11111111111111, 66.66666666666666]	1	[77.77777777777779, 22.22222222222222]
truce claps church	implausible	a-c-c	[4, 4, 1, 1, 4, 4, 4, 1]	unsure	[37.5, 0.0, 62.5, 0.0]	unsure	[62.5, 37.5]
tug pervades collar	implausible	m-a-c	[1, 5, 1, 2, 5, 1, 1, 5, 5]	unsure	[44.44444444444444, 11.11111111111111, 0.0, 44.44444444444444]	unsure	[44.44444444444444, 55.55555555555556]
turnover denounces advantage	implausible	m-a-a	[4, 5, 4, 4, 4, 4, 2, 2]	unsure	[0.0, 25.0, 62.5, 12.5]	1	[75.0, 25.0]
