text,original_label,label,event_type,subject_types,object_types
Loss diminishes race.,plausible,1,"{'sen_id': 1683, 'sentence': 'Loss diminishes race.', 'predicted_mentions': []}","[{'wd_qid': 'Q20888800', 'wd_label': 'loss', 'description': 'hurtful condition of having lost something or someone'}, {'wd_qid': 'Q1656682', 'wd_label': 'event', 'description': 'temporary and scheduled happening, like a conference, festival, competition or similar'}, {'wd_qid': 'Q733541', 'wd_label': 'consequence', 'description': 'imperative or possible inference'}]","[{'wd_qid': 'Q151885', 'wd_label': 'concept', 'description': 'semantic unit understood in different ways, e.g. as mental representation, ability or abstract object'}, {'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}]"
Market drives innovation.,plausible,1,"{'sen_id': 1684, 'sentence': 'Market drives innovation.', 'predicted_mentions': [{'sentence_offset': [14, 24], 'trigger_words': 'innovation', 'trigger_confidence': 0.8143985271453857, 'event_type': {'xpo_node': 'DWD_Q174165', 'name': 'innovation', 'description': 'application of better solutions that meet new requirements, inarticulated needs, or existing market needs'}, 'event_confidence': 0.9754287004470825}]}","[{'wd_qid': 'Q43229', 'wd_label': 'organization', 'description': 'social entity established to meet needs or pursue goals'}, {'wd_qid': 'Q4830453', 'wd_label': 'business', 'description': 'entity involved in commercial, industrial, or professional activities'}, {'wd_qid': 'Q37654', 'wd_label': 'market', 'description': 'mechanisms whereby supply and demand confront each other and deals are made, involving places, processes and institutions in which exchanges occur (for physical venues, use Q132510 or Q330284)'}, {'wd_qid': 'Q6881511', 'wd_label': 'enterprise', 'description': 'organizational unit producing goods or services, which benefits from a certain degree of autonomy in decision-making, especially for the allocation of its current resources'}]","[{'wd_qid': 'Q131841', 'wd_label': 'idea', 'description': 'mental image or concept'}, {'wd_qid': 'Q151885', 'wd_label': 'concept', 'description': 'semantic unit understood in different ways, e.g. as mental representation, ability or abstract object'}, {'wd_qid': 'Q14208553', 'wd_label': 'invention', 'description': 'unique or novel device, method, composition or process'}]"
Mission builds infrastructure.,plausible,1,"{'sen_id': 1685, 'sentence': 'Mission builds infrastructure.', 'predicted_mentions': [{'sentence_offset': [8, 14], 'trigger_words': 'builds', 'trigger_confidence': 0.8171557784080505, 'event_type': {'xpo_node': 'DWD_Q385378', 'name': 'construction', 'description': 'process that consists of the building or assembling of a building or infrastructure'}, 'event_confidence': 0.8359795212745667}]}","[{'wd_qid': 'Q43229', 'wd_label': 'organization', 'description': 'social entity established to meet needs or pursue goals'}, {'wd_qid': 'Q16334295', 'wd_label': 'group of humans', 'description': 'any set of human beings'}, {'wd_qid': 'Q5283295', 'wd_label': 'administration', 'description': 'management of organization'}, {'wd_qid': 'Q352450', 'wd_label': 'agency', 'description': 'professional service provider'}]","[{'wd_qid': 'Q41176', 'wd_label': 'building', 'description': 'structure, typically with a roof and walls, standing more or less permanently in one place'}, {'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q6671777', 'wd_label': 'structure', 'description': 'arrangement and organization of interrelated elements in an object or system, or the object or system so organized'}]"
Partition devotes condition.,implausible,1,"{'sen_id': 1686, 'sentence': 'Partition devotes condition.', 'predicted_mentions': [{'sentence_offset': [0, 9], 'trigger_words': 'Partition', 'trigger_confidence': 0.7038151621818542, 'event_type': {'xpo_node': 'DWD_Q518554', 'name': 'partition', 'description': 'division of a territory'}, 'event_confidence': 0.9175397157669067}, {'sentence_offset': [10, 17], 'trigger_words': 'devotes', 'trigger_confidence': 0.8185421228408813, 'event_type': {'xpo_node': 'DWD_Q1762010', 'name': 'dedication', 'description': 'act of consecrating an altar, temple, church, or other sacred building'}, 'event_confidence': 0.8698416948318481}]}","[{'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}]","[{'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}]"
Viewer sets volume.,plausible,1,"{'sen_id': 1687, 'sentence': 'Viewer sets volume.', 'predicted_mentions': []}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q80994', 'wd_label': 'adult', 'description': 'living organism that has reached sexual maturity'}]","[{'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q309314', 'wd_label': 'quantity', 'description': 'property that exists in a range of magnitudes or multitudes; property that can exist as a magnitude or multitude'}, {'wd_qid': 'Q39297', 'wd_label': 'volume', 'description': 'quantity of three-dimensional space'}, {'wd_qid': 'Q192276', 'wd_label': 'measure', 'description': 'function assigning numbers to some subsets of a set, which could be seen as a generalization of length, area, volume and integral'}]"
Poetry wishes limestone.,implausible,0,"{'sen_id': 1688, 'sentence': 'Poetry wishes limestone.', 'predicted_mentions': []}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q36180', 'wd_label': 'writer', 'description': 'person who uses written words to communicate ideas and to produce works of literature'}]","[{'wd_qid': 'Q22731', 'wd_label': 'stone', 'description': 'rock or artificial rock-like material'}, {'wd_qid': 'Q8063', 'wd_label': 'rock', 'description': 'naturally occurring solid aggregate of one or more minerals or mineraloids'}, {'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q214609', 'wd_label': 'material', 'description': 'substance that can occur in different amounts, all with some similar [mixture of some] characteristics, and of which objects can be made up'}]"
House sustains roof.,plausible,1,"{'sen_id': 1689, 'sentence': 'House sustains roof.', 'predicted_mentions': []}","[{'wd_qid': 'Q41176', 'wd_label': 'building', 'description': 'structure, typically with a roof and walls, standing more or less permanently in one place'}, {'wd_qid': 'Q7743', 'wd_label': 'home', 'description': 'dwelling-place used as a permanent or semi-permanent residence'}, {'wd_qid': 'Q6671777', 'wd_label': 'structure', 'description': 'arrangement and organization of interrelated elements in an object or system, or the object or system so organized'}, {'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q98929991', 'wd_label': 'place', 'description': 'small area known by a geographical name'}, {'wd_qid': 'Q3947', 'wd_label': 'house', 'description': 'building usually intended for living in'}]","[{'wd_qid': 'Q83180', 'wd_label': 'roof', 'description': 'top covering of a building'}, {'wd_qid': 'Q6671777', 'wd_label': 'structure', 'description': 'arrangement and organization of interrelated elements in an object or system, or the object or system so organized'}, {'wd_qid': 'Q41176', 'wd_label': 'building', 'description': 'structure, typically with a roof and walls, standing more or less permanently in one place'}, {'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}]"
Newsletter recognizes disclosure.,implausible,1,"{'sen_id': 1690, 'sentence': 'Newsletter recognizes disclosure.', 'predicted_mentions': []}","[{'wd_qid': 'Q732577', 'wd_label': 'publication', 'description': 'content made available to the general public'}, {'wd_qid': 'Q43229', 'wd_label': 'organization', 'description': 'social entity established to meet needs or pursue goals'}]","[{'wd_qid': 'Q11028', 'wd_label': 'information', 'description': 'that which informs; the answer to a question; that from which data and knowledge can be derived'}]"
Dynasty regains influence.,plausible,1,"{'sen_id': 1691, 'sentence': 'Dynasty regains influence.', 'predicted_mentions': []}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q1251441', 'wd_label': 'leader', 'description': 'someone with the authority to affect the conduct of others; who have the responsibility of leading'}, {'wd_qid': 'Q82955', 'wd_label': 'politician', 'description': 'person involved in politics; person who holds or seeks positions in government'}, {'wd_qid': 'Q104555', 'wd_label': 'ruler', 'description': 'tool used to draw or measure distances along a straight line'}, {'wd_qid': 'Q7188', 'wd_label': 'government', 'description': 'system or group of people governing an organized community, often a state'}]","[{'wd_qid': 'Q174834', 'wd_label': 'authority', 'description': 'power to command'}, {'wd_qid': 'Q25107', 'wd_label': 'power', 'description': 'ability to influence the behavior of others'}]"
Moon severs debut.,implausible,0,"{'sen_id': 1692, 'sentence': 'Moon severs debut.', 'predicted_mentions': [{'sentence_offset': [12, 17], 'trigger_words': 'debut', 'trigger_confidence': 0.8973912596702576, 'event_type': {'xpo_node': 'DWD_Q1181693', 'name': 'debut', 'description': 'first public appearance in a given role or capacity'}, 'event_confidence': 0.9656462073326111}]}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q523', 'wd_label': 'star', 'description': 'astronomical object consisting of a luminous spheroid of plasma held together by its own gravity'}]","[{'wd_qid': 'Q1656682', 'wd_label': 'event', 'description': 'temporary and scheduled happening, like a conference, festival, competition or similar'}]"
Affiliate constructs robe.,implausible,0,"{'sen_id': 1693, 'sentence': 'Affiliate constructs robe.', 'predicted_mentions': [{'sentence_offset': [10, 20], 'trigger_words': 'constructs', 'trigger_confidence': 0.911743700504303, 'event_type': {'xpo_node': 'DWD_Q1068633', 'name': 'groundbreaking', 'description': 'traditional ceremony in many cultures that celebrates the first day of construction for a building or other project'}, 'event_confidence': 0.8798490762710571}]}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q80994', 'wd_label': 'adult', 'description': 'living organism that has reached sexual maturity'}, {'wd_qid': 'Q702269', 'wd_label': 'professional', 'description': 'person who is paid to undertake a specialized set of tasks and to complete them for a fee'}, {'wd_qid': 'Q327055', 'wd_label': 'worker', 'description': 'person who works'}]","[{'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}]"
Wolf escapes city.,plausible,1,"{'sen_id': 1694, 'sentence': 'Wolf escapes city.', 'predicted_mentions': [{'sentence_offset': [5, 12], 'trigger_words': 'escapes', 'trigger_confidence': 0.9434918761253357, 'event_type': {'xpo_node': 'DWD_Q1430466', 'name': 'escape', 'description': 'response to distress'}, 'event_confidence': 0.9263418316841125}]}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q18498', 'wd_label': 'wolf', 'description': 'type of canine'}, {'wd_qid': 'Q729', 'wd_label': 'animal', 'description': 'kingdom of multicellular eukaryotic organisms'}, {'wd_qid': 'Q80994', 'wd_label': 'adult', 'description': 'living organism that has reached sexual maturity'}, {'wd_qid': 'Q6581097', 'wd_label': 'male', 'description': 'to be used in ""sex or gender"" (P21) to indicate that the human subject is a male'}, {'wd_qid': 'Q2159907', 'wd_label': 'criminal', 'description': 'person who has committed a crime'}]","[{'wd_qid': 'Q515', 'wd_label': 'city', 'description': 'large permanent human settlement'}, {'wd_qid': 'Q17334923', 'wd_label': 'location', 'description': 'position of something in space'}, {'wd_qid': 'Q98929991', 'wd_label': 'place', 'description': 'small area known by a geographical name'}, {'wd_qid': 'Q3957', 'wd_label': 'town', 'description': 'settlement that is smaller than a city but bigger than a large village (or borough in some areas)'}, {'wd_qid': 'Q19610511', 'wd_label': 'township', 'description': 'designation for an administrative territorial entity'}, {'wd_qid': 'Q11500', 'wd_label': 'area', 'description': 'quantity that expresses the extent of a two-dimensional surface or shape, or planar lamina, in the plane'}, {'wd_qid': 'Q15284', 'wd_label': 'municipality', 'description': 'administrative division having corporate status and usually powers of self-government or jurisdiction'}]"
